t_s,x_mm,y_mm,vx_mm_s,vy_mm_s,theta_deg,omega_deg_s
2.9333333333333336,,,,,,
2.966666666666667,,,,,,
3.0,,,,,,
3.0333333333333337,,,,,,
3.066666666666667,,,,,,
3.1,,,,,,
3.1333333333333337,,,,,,
3.166666666666667,,,,,,
3.2,,,,,,
3.2333333333333334,,,,,,
3.266666666666667,,,,,,
3.3000000000000003,,,,,,
3.3333333333333335,,,,,,
3.3666666666666667,,,,,,
3.4000000000000004,,,,,,
3.4333333333333336,,,,,,
3.466666666666667,,,,,,
3.5000000000000004,,,,,,
3.5333333333333337,,,,,,
3.566666666666667,,,,,,
3.6,,,,,,
3.6333333333333337,,,,,,
3.666666666666667,,,,,,
3.7,,,,,,
3.7333333333333334,,,,,,
3.766666666666667,,,,,,
3.8000000000000003,,,,,,
3.8333333333333335,,,,,,
3.8666666666666667,,,,,,
3.9000000000000004,,,,,,
3.9333333333333336,,,,,,
3.966666666666667,,,,,,
4.0,,,,,,
4.033333333333333,,,,,,
4.066666666666667,,,,,,
4.1000000000000005,,,,,,
4.133333333333334,,,,,,
4.166666666666667,,,,,,
4.2,,,,,,
4.233333333333333,,,,,,
4.266666666666667,,,,,,
4.300000000000001,,,,,,
4.333333333333334,,,,,,
4.366666666666667,,,,,,
4.4,,,,,,
4.433333333333334,,,,,,
4.466666666666667,,,,,,
4.5,,,,,,
4.533333333333333,,,,,,
4.566666666666667,,,,,,
4.6000000000000005,,,,,,
4.633333333333334,,,,,,
4.666666666666667,,,,,,
4.7,,,,,,
4.733333333333333,,,,,,
4.766666666666667,,,,,,
4.800000000000001,,,,,,
4.833333333333334,,,,,,
4.866666666666667,,,,,,
4.9,,,,,,
4.933333333333334,,,,,,
4.966666666666667,,,,,,
5.0,,,,,,
5.033333333333333,,,,,,
5.066666666666667,,,,,,
5.1000000000000005,,,,,,
5.133333333333334,,,,,,
5.166666666666667,,,,,,
5.2,,,,,,
5.233333333333333,,,,,,
5.266666666666667,,,,,,
5.300000000000001,,,,,,
5.333333333333334,,,,,,
5.366666666666667,,,,,,
5.4,,,,,,
5.433333333333334,,,,,,
5.466666666666667,,,,,,
5.5,,,,,,
5.533333333333334,,,,,,
5.566666666666667,,,,,,
5.6000000000000005,,,,,,
5.633333333333334,10.0,46.07142857142857,-72.9483282674772,-148.40425531914892,0.0,0.0
5.666666666666667,,,,,,
5.7,,,,,,
5.733333333333333,,,,,,
5.766666666666667,9.642857142857142,165.0,-2.678571428571438,891.9642857142888,90.0,675.0000000000024
5.800000000000001,3.2142857142857144,178.57142857142858,-192.8571428571384,407.14285714284773,90.0,0.0
5.833333333333334,10.321433203560966,208.10716901506697,213.2144246782583,886.0722133091549,71.56504821777344,-553.0485534667988
5.866666666666667,5.0,224.64285714285714,-159.64299610682951,496.0706438337072,90.0,553.0485534667988
5.9,6.881773812430246,447.41873604910717,56.45321437290757,6683.276367187524,94.76364183425903,142.9092550277715
5.933333333333334,,,,,,
5.966666666666667,4.642857142857143,269.64285714285717,-33.58375004359666,-2666.6381835937595,180.0,1278.545372486119
6.0,,,,,,
6.033333333333334,,,,,,
6.066666666666667,,,,,,
6.1000000000000005,,,,,,
6.133333333333334,,,,,,
6.166666666666667,,,,,,
6.2,,,,,,
6.233333333333333,,,,,,
6.2666666666666675,,,,,,
6.300000000000001,,,,,,
6.333333333333334,,,,,,
